TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,SaleType,EarnedRewardPoints
1591,6/12/2024,1005,2023,402,1,2530.81,Payment,253081
1354,6/18/2024,1194,2084,401,0,1957.58,Payment,195758
1743,6/21/2024,1116,2086,402,,981.63,Payment,98163
310,6/22/2024,1110,2050,404,,386.97,Payment,38697
294,6/24/2024,1042,2032,401,0,1042.21,Payment,104221
636,6/24/2024,1101,2079,403,0,2081.1,Payment,208110
2060,6/29/2024,1116,2035,404,,4212.74,Payment,421274
1482,7/5/2024,1087,2047,404,2,1118.45,Payment,111845
1262,7/11/2024,1157,2035,403,2,4882.81,Payment,488281
1030,7/16/2024,1145,2037,402,1,1561.75,Payment,156175
984,7/18/2024,1005,2070,402,3,102.34,Payment,10234
1961,7/18/2024,1005,2022,401,0,174.73,Payment,17473
651,7/18/2024,1032,2005,402,0,1821.63,Payment,182163
1535,7/18/2024,1071,2089,401,2,331.55,Payment,33155
1016,7/20/2024,1037,2052,404,1,1339.47,Payment,133947
650,7/24/2024,1176,2023,402,0,3933.61,Payment,393361
1901,7/26/2024,1172,2058,403,3,869.7,Payment,86970
469,7/27/2024,1136,2091,404,3,3186.52,Payment,318652
1479,7/30/2024,1050,2079,403,0,554.52,Payment,55452
237,7/31/2024,1101,2038,402,3,1104.1,Payment,110410
2144,8/8/2024,1040,2069,403,2,838.09,Payment,83809
1453,8/8/2024,1071,2013,402,3,3198.72,Payment,319872
578,8/9/2024,1088,2041,401,,2643.04,Payment,264304
1256,8/11/2024,1038,2085,402,0,108.46,Payment,10846
943,8/15/2024,1170,2079,403,0,2746.63,Payment,274663
2254,8/16/2024,1079,2091,403,0,2720.22,Payment,272022
2189,8/22/2024,1003,2079,403,0,1848.52,Payment,184852
1519,8/22/2024,1032,2039,403,,2176.42,Payment,217642
1582,8/24/2024,1089,2097,403,0,1498.45,Payment,149845
1552,9/3/2024,1000,2044,403,1,240.15,Payment,24015
1918,9/8/2024,1020,2038,404,1,485.72,Payment,48572
2079,9/8/2024,1024,2010,403,2,692.97,Payment,69297
284,9/10/2024,1184,2099,401,2,1233.51,Payment,123351
1719,9/14/2024,1139,2010,402,3,1800.02,Payment,180002
1869,9/16/2024,1050,2023,404,2,4487.59,Payment,448759
590,9/17/2024,1100,2065,404,3,1572.83,Payment,157283
2082,9/20/2024,1113,2013,401,,4465.56,Payment,446556
1962,9/24/2024,1136,2019,403,0,4382.15,Payment,438215
2135,9/30/2024,1005,2017,401,3,330.44,Payment,33044
1737,10/1/2024,1066,2054,403,1,1731.2,Payment,173120
256,10/7/2024,1181,2054,401,1,3832.2,Payment,383220
340,10/12/2024,1032,2047,401,2,1693.55,Payment,169355
1389,10/21/2024,1089,2063,404,3,822.18,Payment,82218
1761,10/23/2024,1068,2079,403,2,2602.51,Payment,260251
800,10/29/2024,1153,2081,402,1,623.66,Payment,62366
1777,11/1/2024,1029,2013,404,0,876.25,Payment,87625
465,11/2/2024,1020,2016,402,1,1343.92,Payment,134392
1341,11/2/2024,1138,2038,404,,1125.8,Payment,112580
417,11/2/2024,1150,2037,402,0,1029.23,Payment,102923
117,11/4/2024,1080,2085,403,1,974.82,Payment,97482
1076,11/4/2024,1168,2041,402,2,4364.42,Payment,436442
2284,11/7/2024,1152,2047,402,3,1413.85,Payment,141385
352,11/9/2024,1009,2073,402,1,1294.71,Payment,129471
1627,11/10/2024,1087,2062,404,3,501.68,Payment,50168
569,11/12/2024,1098,2023,404,3,1565.37,Payment,156537
505,11/14/2024,1147,2079,404,1,3172.45,Payment,317245
1517,11/14/2024,1198,2027,402,3,1508.08,Payment,150808
1538,11/15/2024,1034,2067,403,0,324.36,Payment,32436
910,11/15/2024,1181,2035,403,,3847.66,Payment,384766
829,11/16/2024,1066,2039,404,,0,Payment,0
1826,11/16/2024,1199,2030,404,1,1915.01,Payment,191501
1269,11/20/2024,1021,2064,402,1,1377.12,Payment,137712
2152,11/22/2024,1032,2019,402,0,1499.94,Payment,149994
1369,11/23/2024,1103,2059,404,3,97.74,Payment,9774
1588,11/25/2024,1067,2076,401,3,1770.45,Payment,177045
345,11/30/2024,1121,2044,403,2,1393.26,Payment,139326
715,11/30/2024,1121,2039,404,3,3262.41,Payment,326241
368,12/2/2024,1032,2009,401,0,103.66,Payment,10366
1991,12/4/2024,1184,2083,401,1,1303.34,Payment,130334
1722,12/7/2024,1059,2056,403,0,170.34,Payment,17034
1079,12/7/2024,1141,2054,402,,2481.25,Payment,248125
2018,12/13/2024,1115,2059,401,2,562.25,Payment,56225
1570,12/18/2024,1116,2065,402,2,764.11,Payment,76411
1825,12/20/2024,1164,2039,404,0,2240.86,Payment,224086
981,12/21/2024,1071,2069,402,1,1907.13,Payment,190713
1201,12/21/2024,1107,2081,401,1,1031.55,Payment,103155
1683,12/21/2024,1186,2095,403,0,982.04,Payment,98204
1820,12/24/2024,1007,2085,401,,611.3,Payment,61130
1614,12/29/2024,1006,2019,404,2,3334.38,Payment,333438
1156,12/29/2024,1089,2021,403,3,1352.06,Payment,135206
607,12/30/2024,1116,2013,402,0,1022.29,Payment,102229
1450,1/2/2025,1110,2035,403,2,1182.66,Payment,118266
1412,1/3/2025,1138,2095,402,1,1594.94,Payment,159494
1284,1/11/2025,1066,2035,403,3,3732.3,Payment,373230
136,1/15/2025,1121,2007,404,2,214.44,Payment,21444
1830,1/19/2025,1199,2035,403,0,3817.53,Payment,381753
1303,1/29/2025,1001,2006,403,0,1083.06,Payment,108306
2299,2/1/2025,1005,2029,402,2,144.61,Payment,14461
520,2/1/2025,1128,2060,403,3,318.15,Payment,31815
1880,2/10/2025,1100,2013,402,3,2047.86,Payment,204786
2335,2/14/2025,1037,2005,402,2,1220.91,Payment,122091
1896,2/15/2025,1089,2040,401,0,62.64,Payment,6264
2273,2/20/2025,1107,2062,404,1,400.61,Payment,40061
727,2/22/2025,1141,2004,404,3,168.37,Payment,16837
1594,2/27/2025,1004,2024,401,1,825.77,Payment,82577
2290,2/27/2025,1089,2059,401,3,1870.47,Payment,187047
1397,2/28/2025,1172,2039,403,0,1534.15,Payment,153415
68,3/5/2025,1025,2037,402,2,1091.56,Payment,109156
242,3/5/2025,1066,2091,404,0,918.79,Payment,91879
667,3/7/2025,1125,2087,404,1,813.2,Payment,81320
1176,3/8/2025,1087,2000,404,1,416.54,Payment,41654
364,3/8/2025,1152,2084,401,0,275.79,Payment,27579
548,3/11/2025,1066,2066,402,0,1441.67,,144167
1638,3/13/2025,1016,2084,404,3,342.34,Payment,34234
2199,3/13/2025,1019,2079,401,3,1821.2,Payment,182120
1242,3/13/2025,1131,2011,404,1,1545.87,Payment,154587
2219,3/14/2025,1189,2097,401,0,2196.07,Payment,219607
1433,3/15/2025,1020,2001,403,1,525.17,Payment,52517
680,3/19/2025,1124,2055,404,0,581.79,Payment,58179
187,3/19/2025,1176,2076,404,1,1187.87,Payment,118787
878,3/22/2025,1181,2029,402,3,30.28,Payment,3028
2161,3/23/2025,1053,2096,402,1,530.27,Payment,53027
1781,3/27/2025,1084,2075,404,0,1810.73,Payment,181073
383,3/28/2025,1104,2039,402,3,4210.49,Payment,421049
207,3/29/2025,1174,2010,404,2,1150.13,Payment,115013
683,4/5/2025,1066,2074,403,0,288.44,Payment,28844
260,4/12/2025,1163,2046,404,2,74.1,Payment,7410
2059,4/16/2025,1071,2014,404,1,1985.98,Payment,198598
1561,4/18/2025,1061,2065,401,0,1098.25,Payment,109825
794,4/18/2025,1126,2013,402,3,1575.59,Payment,157559
970,4/18/2025,1158,2007,402,0,255.33,Payment,25533
15,4/19/2025,1078,2035,401,3,4900.93,Payment,490093
1665,4/19/2025,1160,2009,401,0,82.74,Payment,8274
2066,4/19/2025,1179,2039,404,3,4587.35,Payment,458735
198,4/30/2025,1071,2092,401,1,1683.33,Payment,168333
1810,4/30/2025,1076,2017,401,0,916.45,Payment,91645
2281,5/3/2025,1075,2032,403,1,607.37,Payment,60737
200,5/7/2025,1116,2069,404,1,962.64,Payment,96264
2113,5/13/2025,1034,2065,401,3,351.53,Payment,35153
1008,5/13/2025,1171,2079,404,2,723.47,Payment,72347
1379,5/14/2025,1017,2099,402,2,759.38,Payment,75938
710,5/15/2025,1039,2091,404,2,526.12,Payment,52612
459,5/19/2025,1116,2036,403,3,921.51,Payment,92151
335,5/23/2025,1032,2019,404,1,1660.49,Payment,166049
1109,5/29/2025,1059,2018,401,1,1809.96,Payment,180996
863,6/1/2024,1082,2054,401,2,1551.01,Payment,155101
1191,6/8/2024,1033,2091,403,1,1960.74,Payment,196074
1898,6/8/2024,1116,2009,404,0,20.26,Payment,2026
1203,6/10/2024,1167,2065,402,1,1459.97,Payment,145997
407,6/14/2024,1071,2079,403,1,4491.4,Payment,449140
1178,6/15/2024,1107,2079,401,0,3797.02,Payment,379702
2058,6/18/2024,1019,2063,402,0,545.08,Payment,54508
128,6/19/2024,1066,2073,404,3,839.81,Payment,83981
375,6/20/2024,1080,2097,402,2,3597.09,Payment,359709
1025,6/22/2024,1066,2013,401,1,954.64,Payment,95464
1075,6/25/2024,1032,2013,403,1,1083.72,Payment,108372
1506,6/28/2024,1106,2077,402,1,635.55,Payment,63555
2331,6/29/2024,1152,2073,404,2,348.07,Payment,34807
2148,7/5/2024,1114,2005,403,0,436.65,Payment,43665
241,7/5/2024,1116,2040,403,0,72.26,Payment,7226
2291,7/5/2024,1134,2068,404,2,839,Payment,83900
123,7/9/2024,1096,2043,402,2,1156.81,Payment,115681
1954,7/12/2024,1066,2097,401,,4332.5,Payment,433250
1598,7/19/2024,1141,2097,404,2,2645.99,Payment,264599
2025,7/21/2024,1066,2097,402,3,3408.43,Payment,340843
1498,7/21/2024,1171,2075,403,1,1329.55,Payment,132955
436,7/27/2024,1030,2057,402,3,1611.66,Payment,161166
947,7/27/2024,1062,2070,404,3,125,Payment,12500
132,8/3/2024,1019,2091,404,3,4469.22,Payment,446922
875,8/3/2024,1187,2028,401,1,1468.42,Payment,146842
1967,8/7/2024,1157,2039,401,,3638.78,Payment,363878
1968,8/8/2024,1111,2029,402,1,80.22,Payment,8022
2159,8/9/2024,1010,2054,403,0,4481.31,Payment,448131
797,8/11/2024,1184,2097,402,0,1678.05,Payment,167805
635,8/20/2024,1032,2011,404,2,1047.53,Payment,104753
1540,8/23/2024,1122,2034,402,3,83.43,Payment,8343
1716,8/26/2024,1131,2076,403,0,919.83,Payment,91983
1870,8/28/2024,1115,2028,404,0,1308.95,Payment,130895
491,8/29/2024,1025,2068,404,1,1897.63,Payment,189763
648,8/31/2024,1066,2009,401,0,53.62,Payment,5362
253,8/31/2024,1142,2073,402,3,1375.13,Payment,137513
1271,9/3/2024,1135,2023,401,1,3879.97,Payment,387997
1227,9/4/2024,1078,2070,404,2,39.44,Payment,3944
301,9/6/2024,1015,2018,403,1,1063.53,Payment,106353
1484,9/9/2024,1111,2042,403,3,1203.8,Payment,120380
2313,9/14/2024,1033,2097,401,0,1797.42,Payment,179742
1089,9/14/2024,1066,2016,402,1,1329.16,Payment,132916
874,9/20/2024,1146,2027,404,3,1629.91,Payment,162991
900,9/21/2024,1183,2029,403,0,66.91,Payment,6691
942,9/23/2024,1089,2019,401,1,2006.8,Payment,200680
1568,9/26/2024,1010,2046,401,3,93.89,Payment,9389
876,9/30/2024,1040,2070,404,3,116.08,Payment,11608
853,10/1/2024,1168,2075,403,0,1166.59,Payment,116659
1130,10/5/2024,1131,2038,403,0,1329.3,Payment,132930
820,10/11/2024,1125,2073,401,2,1841.85,Payment,184185
1866,10/12/2024,1158,2039,401,1,3181.75,Payment,318175
1592,10/13/2024,1023,2013,403,3,692.84,Payment,69284
1965,10/18/2024,1116,2024,404,0,0,Payment,0
1373,10/19/2024,1089,2077,403,3,861.87,Payment,86187
2386,10/21/2024,1032,2059,403,1,65.75,Payment,6575
1593,10/25/2024,1089,2079,404,0,931.93,Payment,93193
1555,10/25/2024,1194,2079,402,1,534.3,Payment,53430
1375,10/27/2024,1032,2060,401,,529.91,Payment,52991
2285,10/30/2024,1005,2079,402,3,547.18,Payment,54718
1989,11/2/2024,1026,2099,403,0,1903.12,Payment,190312
247,11/4/2024,1188,2062,402,2,816.22,Payment,81622
1585,11/7/2024,1066,2096,404,2,235.85,Payment,23585
1663,11/8/2024,1033,2065,402,2,1919.45,Payment,191945
1040,11/14/2024,1074,2091,403,3,4851.08,Payment,485108
458,11/19/2024,1092,2071,403,3,1741.37,Payment,174137
2076,11/21/2024,1172,2098,404,0,1106.47,Payment,110647
1985,11/22/2024,1074,2007,401,1,1675.45,Payment,167545
1258,11/24/2024,1036,2005,404,1,79.13,Payment,7913
49,11/26/2024,1063,2035,404,2,3710.95,Payment,371095
2207,11/26/2024,1071,2078,401,3,1038.78,Payment,103878
643,11/28/2024,1066,2060,401,0,367.55,Payment,36755
1267,11/29/2024,1169,2054,403,,3390.32,Payment,339032
53,11/29/2024,1171,2051,402,1,1091.54,Payment,109154
1502,12/1/2024,1051,2053,401,2,1610.41,Payment,161041
980,12/3/2024,1172,2066,401,1,1295.89,Payment,129589
1424,12/3/2024,1178,2068,401,0,1007.64,Payment,100764
622,12/4/2024,1013,2054,404,0,2893.57,Payment,289357
131,12/6/2024,1089,2082,402,1,388.32,Payment,38832
173,12/11/2024,1043,2074,402,2,1149.06,Payment,114906
886,12/12/2024,1166,2035,401,1,0,Payment,0
1728,12/15/2024,1005,2099,404,3,1298,Payment,129800
2145,12/15/2024,1116,2054,401,1,4543.2,Payment,454320
1288,12/17/2024,1165,2046,403,1,129.93,Payment,12993
1603,12/21/2024,1145,2054,401,2,4065.34,Payment,406534
1532,12/24/2024,1073,2039,401,2,2739.55,Payment,273955
48,12/26/2024,1113,2092,404,3,1500.13,Payment,150013
423,12/27/2024,1035,2029,401,2,36.17,Payment,3617
388,12/27/2024,1131,2097,403,1,3308.75,Payment,330875
289,12/30/2024,1079,2035,402,3,3934.51,Payment,393451
933,1/3/2025,1052,2028,403,3,501.86,Payment,50186
109,1/9/2025,1012,2031,402,1,1542.06,Payment,154206
2339,1/10/2025,1178,2035,401,1,3949.04,Payment,394904
2154,1/11/2025,1116,2070,403,1,47.07,Payment,4707
137,1/12/2025,1032,2067,402,2,1560.21,Payment,156021
1837,1/12/2025,1169,2054,401,3,3588.78,Payment,358878
278,1/13/2025,1020,2096,402,0,52.12,Payment,5212
1360,1/21/2025,1014,2025,401,0,0,Payment,0
1712,1/23/2025,1081,2005,403,0,630.38,Payment,63038
1972,1/25/2025,1187,2044,402,0,684.47,Payment,68447
1892,1/30/2025,1026,2000,404,1,1902.07,Payment,190207
2119,1/30/2025,1111,2015,402,2,1882.23,Payment,188223
1714,1/31/2025,1097,2095,403,3,339.46,Payment,33946
1325,2/1/2025,1066,2091,401,2,3830.42,Payment,383042
2268,2/3/2025,1072,2010,401,1,788.22,Payment,78822
1563,2/6/2025,1116,2009,404,0,55.06,Payment,5506
771,2/10/2025,1169,2043,402,2,1399.1,Payment,139910
1735,2/13/2025,1071,2052,401,1,546.3,Payment,54630
1459,2/17/2025,1022,2044,402,2,378.66,Payment,37866
818,2/26/2025,1052,2035,403,3,3087.91,Payment,308791
2201,3/1/2025,1089,2032,404,1,806.01,Payment,80601
17,3/2/2025,1182,2040,404,3,41.46,Payment,4146
740,3/8/2025,1132,2010,403,1,816.87,Payment,81687
1173,3/11/2025,1116,2046,404,3,126.39,Payment,12639
547,3/12/2025,1113,2061,402,3,1071.07,Payment,107107
1510,3/13/2025,1099,2042,402,1,887.53,Payment,88753
773,3/15/2025,1019,2085,404,2,783.93,Payment,78393
75,3/16/2025,1050,2069,402,2,189.25,Payment,18925
249,3/19/2025,1017,2052,404,2,1334.39,Payment,133439
134,3/19/2025,1090,2039,404,0,1791.85,Payment,179185
34,3/19/2025,1091,2035,401,3,3872.65,Payment,387265
1760,3/28/2025,1020,2022,403,1,1763.37,Payment,176337
950,3/28/2025,1036,2070,404,1,29.29,Payment,2929
1327,3/29/2025,1022,2063,402,0,263.22,Payment,26322
1417,3/29/2025,1024,2024,401,,453.82,Payment,45382
1294,3/30/2025,1116,2035,401,1,1516.25,Payment,151625
1253,4/3/2025,1166,2009,404,0,48.46,Payment,4846
1324,4/5/2025,1032,2013,404,,1080,Payment,108000
1149,4/5/2025,1162,2091,402,3,4050.34,Payment,405034
494,4/6/2025,1162,2092,403,1,1122.97,Payment,112297
272,4/14/2025,1089,2097,404,2,2188.28,Payment,218828
1427,4/14/2025,1126,2091,401,1,4904.59,Payment,490459
2307,4/15/2025,1194,2021,404,1,1855.71,Payment,185571
119,4/17/2025,1108,2092,401,2,1176.94,Payment,117694
1039,4/19/2025,1128,2098,402,2,1479.45,Payment,147945
1916,4/25/2025,1033,2023,401,0,1856.11,Payment,185611
1291,4/25/2025,1043,2009,402,2,85.36,Payment,8536
1259,4/25/2025,1066,2091,404,3,3214.72,Payment,321472
1483,4/26/2025,1161,2067,402,2,1567.68,Payment,156768
334,4/27/2025,1128,2066,402,3,1969.52,Payment,196952
2237,5/1/2025,1044,2013,403,3,4825.61,Payment,482561
1579,5/1/2025,1066,2039,404,2,4819.87,Payment,481987
852,5/3/2025,1150,2010,402,1,543.1,Payment,54310
149,5/8/2025,1166,2029,402,,76.14,Payment,7614
1647,5/10/2025,1005,2003,404,3,1139.44,Payment,113944
2263,5/10/2025,1061,2069,404,2,1402.08,Payment,140208
1084,5/16/2025,1073,2068,404,2,793.52,Payment,79352
1058,5/16/2025,1158,2008,401,,501.82,Payment,50182
1098,5/17/2025,1020,2064,401,3,925.49,Payment,92549
1934,5/17/2025,1033,2054,401,3,1665.25,Payment,166525
1381,5/17/2025,1080,2068,402,1,1215.3,Payment,121530
677,5/18/2025,1119,2097,404,0,2139.24,Payment,213924
1119,5/19/2025,1195,2091,403,3,2591.31,Payment,259131
338,5/20/2025,1066,2012,403,2,565.07,Payment,56507
408,5/20/2025,1165,2001,402,0,818.46,Payment,81846
486,5/21/2025,1048,2063,402,2,677.95,Payment,67795
481,5/22/2025,1015,2023,401,1,3012.58,Payment,301258
